,Dakar-0,Dakar-1,Dakar-2,Dakar-3,Dakar-4,Dakar-5,Dakar-6,Dakar-7,Dakar-8,Dakar-9,Dakar-10,Dakar-11,Dakar-12,Dakar-13,Dakar-14,Dakar-15
16,9999.435354109,261.5508638373607,9998.780324198,261.5508638373607,262.20589374836067,260.5668419011877,261.5508638373607,9999.442502283,261.5508638373607,9998.780324198,261.5508638373607,260.8976454604882,261.5508638373607,261.11876279447046,9999.435354109,262.20589374836067
17,9999.435354109,261.5508638373607,9998.780324198,261.5508638373607,262.20589374836067,260.5668419011877,261.5508638373607,9999.442502283,261.5508638373607,9998.780324198,261.5508638373607,260.8976454604882,261.5508638373607,261.11876279447046,9998.780324198,262.20589374836067
18,9999.435354109,261.5508638373607,9998.647230592,261.5508638373607,262.20589374836067,260.5668419011877,261.5508638373607,9999.435354109,261.5508638373607,9997.793367807002,261.5508638373607,260.8976454604882,261.5508638373607,261.11876279447046,9998.780324198,262.20589374836067
19,9999.435354109,261.5508638373607,9998.647230592,261.5508638373607,261.5508638373607,260.5668419011877,261.5508638373607,9999.435354109,261.5508638373606,262.20589374836067,261.5508638373607,260.5668419011878,261.5508638373607,261.11876279447046,9998.780324198,262.20589374836067
20,9999.435354109,261.5508638373607,9998.647230592,261.5508638373607,261.5508638373607,260.5668419011877,261.5508638373607,9999.435354109,261.5508638373606,262.20589374836067,261.5508638373607,260.5668419011878,261.5508638373607,260.8970586188296,9998.780324198,262.20442652094715
21,9999.435354109,261.5508638373607,9998.647230592,261.5508638373607,261.5508638373607,260.5668419011877,261.5508638373607,9999.435354109,261.5508638373606,262.20589374836067,261.5508638373607,260.5668419011878,261.5508638373607,260.89705861882953,9998.780324198,262.20442652094715
22,9999.435354109,261.5508638373607,9998.647230592,261.5508638373607,261.5508638373607,260.5668419011877,261.5508638373607,9999.435354109,261.21893735736063,262.20589374836067,261.5508638373607,260.5668419011878,261.5508638373607,260.89705861882953,9998.780324198,261.5508638373607
23,9999.435354109,261.5508638373607,9998.647230592,261.5508638373607,261.5508638373607,260.5668419011877,261.5508638373606,9999.435354109,261.21893735736063,262.20589374836067,261.5508638373607,260.5668419011878,261.5508638373607,260.8970586188294,9998.780324198,261.5508638373607
24,9998.780324198,261.5508638373607,9998.647230592,261.5508638373607,261.5508638373607,260.5668419011877,261.5508638373606,9999.435354109,260.56684190118784,262.20589374836067,261.5508638373607,260.5668419011878,261.5508638373607,260.5958749192348,9998.780324198,261.5508638373607
25,9998.780324198,261.5508638373607,9998.647230592,261.5508638373607,261.5508638373607,260.5668419011877,261.2189373573607,9998.780324198,260.5668419011878,262.20589374836067,261.5508638373607,260.5668419011877,261.5508638373607,260.5958749192348,9998.780324198,261.5508638373607
26,9998.780324198,261.5508638373607,9998.647230592,261.5508638373607,261.5508638373607,260.5668419011877,261.2189373573607,9998.780324198,260.5668419011878,262.2058937483606,261.5508638373607,260.5668419011877,261.5508638373607,260.5958749192348,9998.780324198,261.5508638373607
27,9998.780324198,261.5508638373607,9998.647230592,261.5508638373607,261.5508638373607,260.5668419011877,261.2189373573607,9998.780324198,260.5668419011878,262.2058937483606,261.5508638373607,260.5668419011877,261.5508638373607,260.5958749192348,9998.780324198,261.5508638373607
28,9998.780324198,261.5508638373606,9998.647230592,261.5508638373607,261.5508638373607,260.5668419011877,261.2189373573607,9998.780324198,260.5668419011878,262.20442652094715,261.5508638373607,260.5668419011877,261.55086383736057,260.5958749192348,9998.780324198,261.5508638373607
29,9998.780324198,261.5508638373606,9998.647230592,261.5508638373607,261.5508638373607,260.5668419011877,261.2189373573607,9998.780324198,260.5668419011878,262.20442652094715,261.5508638373607,260.5668419011877,261.55086383736057,260.5958749192348,9998.780324198,261.5508638373607
30,9998.780324198,260.5668419011878,9998.647230592,261.04647697889703,261.5508638373607,260.5668419011877,261.2189373573607,9998.780324198,260.5668419011878,261.5508638373607,261.5508638373607,260.5668419011877,261.55086383736057,260.5668419011878,9998.780324198,261.5508638373607
